university,university full,state,SD,region,uni_size,uni_type,department,position,gender,number
BYU,Brigham Young,Utah,n,RM,34000,PUI,biology,tt,male,66
BYU,Brigham Young,Utah,n,RM,34000,PUI,biology,instructor,female,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,biology,instructor,male,9
BYU,Brigham Young,Utah,n,RM,34000,PUI,chemistry,tt,female,3
BYU,Brigham Young,Utah,n,RM,34000,PUI,chemistry,tt,male,29
BYU,Brigham Young,Utah,n,RM,34000,PUI,chemistry,instructor,female,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,chemistry,instructor,male,3
BYU,Brigham Young,Utah,n,RM,34000,PUI,physics,tt,female,3
BYU,Brigham Young,Utah,n,RM,34000,PUI,physics,tt,male,28
BYU,Brigham Young,Utah,n,RM,34000,PUI,physics,instructor,female,1
BYU,Brigham Young,Utah,n,RM,34000,PUI,physics,instructor,male,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,math,tt,female,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,math,tt,male,27
BYU,Brigham Young,Utah,n,RM,34000,PUI,math,instructor,female,1
BYU,Brigham Young,Utah,n,RM,34000,PUI,math,instructor,male,8
BYU,Brigham Young,Utah,n,RM,34000,PUI,engineering,tt,female,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,engineering,tt,male,45
BYU,Brigham Young,Utah,n,RM,34000,PUI,engineering,instructor,female,0
BYU,Brigham Young,Utah,n,RM,34000,PUI,engineering,instructor,male,1
BYU,Brigham Young,Utah,n,RM,34000,PUI,computer science,tt,female,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,computer science,tt,male,34
NAZ,Northern AZ,AZ,n,SW,26000,R2,biology,tt,female,20
NAZ,Northern AZ,AZ,n,SW,26000,R2,biology,tt,male,33
NAZ,Northern AZ,AZ,n,SW,26000,R2,biology,tt,unknown,2
NAZ,Northern AZ,AZ,n,SW,26000,R2,biology,instructor,female,10
NAZ,Northern AZ,AZ,n,SW,26000,R2,biology,instructor,male,5
NAZ,Northern AZ,AZ,n,SW,26000,R2,chemistry,tt,female,7
NAZ,Northern AZ,AZ,n,SW,26000,R2,chemistry,tt,male,5
NAZ,Northern AZ,AZ,n,SW,26000,R2,chemistry,instructor,female,2
NAZ,Northern AZ,AZ,n,SW,26000,R2,chemistry,instructor,male,5
NAZ,Northern AZ,AZ,n,SW,26000,R2,physics,tt,female,2
NAZ,Northern AZ,AZ,n,SW,26000,R2,physics,tt,male,9
NAZ,Northern AZ,AZ,n,SW,26000,R2,physics,instructor,female,0
NAZ,Northern AZ,AZ,n,SW,26000,R2,physics,instructor,male,3
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,tt,female,4
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,tt,male,12
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,tt,unknown,1
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,instructor,female,10
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,instructor,male,9
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,instructor,unknown,3
NAZ,Northern AZ,AZ,n,SW,26000,R2,engineering,tt,female,2
NAZ,Northern AZ,AZ,n,SW,26000,R2,engineering,tt,male,7
NAZ,Northern AZ,AZ,n,SW,26000,R2,engineering,instructor,female,1
NAZ,Northern AZ,AZ,n,SW,26000,R2,engineering,instructor,male,5
NAZ,Northern AZ,AZ,n,SW,26000,R2,computer science,tt,female,5
NAZ,Northern AZ,AZ,n,SW,26000,R2,computer science,tt,male,23
NAZ,Northern AZ,AZ,n,SW,26000,R2,computer science,instructor,female,1
NAZ,Northern AZ,AZ,n,SW,26000,R2,computer science,instructor,male,4
